document_id,title,author,characters_before,characters_after,removed_characters,first_excerpt_before,first_excerpt_after,last_excerpt_before,last_excerpt_after,status,removed_blocks
usp_news_000028,Abertas as inscrições para exposição de pôsteres no Dia do Meio Ambiente,Sofhia Camargo,1109,1013,96,"Por [Sofhia Camargo\*](https://jornal.usp.br/author/sofhiacamargo/ ""Posts de Sofhia Camargo*"")

Estão abertas as inscrições para apresentação de trabalhos na 18ª edição do Dia do Meio Ambiente, que será realizada no dia 10 de junho, das 15h30 às 16h30, com o tema *A Química das Águas*. Podem participar alunos de graduação e pós-graduação do campus, e a inscrição deve ser feita [neste link.](https://docs.google.com/forms/d/e/1FAIpQLSfRiFuWHpD-jgJTCCMqAa8UTZZ0WSZmWbw7JDMgtgvahKPopQ/viewform)

A ex","Estão abertas as inscrições para apresentação de trabalhos na 18ª edição do Dia do Meio Ambiente, que será realizada no dia 10 de junho, das 15h30 às 16h30, com o tema *A Química das Águas*. Podem participar alunos de graduação e pós-graduação do campus, e a inscrição deve ser feita [neste link.](https://docs.google.com/forms/d/e/1FAIpQLSfRiFuWHpD-jgJTCCMqAa8UTZZ0WSZmWbw7JDMgtgvahKPopQ/viewform)

A exposição acontecerá na sala 26 do Departamento de Química, em formato de pôster, cuja produção é ","lidade dos participantes. Os estudantes expositores poderão participar apenas do período da mostra, sem necessidade de acompanhar toda a programação do evento.

Criado em 2006, o PET Química desenvolve atividades de ensino, pesquisa e extensão voltadas à formação acadêmica dos estudantes e à divulgação científica junto à comunidade.

Mais informações: perfil oficial do evento no Instagram [@petquimica\_rp](https://www.instagram.com/petquimica_rp/).

*\*Estagiária sob supervisão de Rose Talamone*","lidade dos participantes. Os estudantes expositores poderão participar apenas do período da mostra, sem necessidade de acompanhar toda a programação do evento.

Criado em 2006, o PET Química desenvolve atividades de ensino, pesquisa e extensão voltadas à formação acadêmica dos estudantes e à divulgação científica junto à comunidade.

Mais informações: perfil oficial do evento no Instagram [@petquimica\_rp](https://www.instagram.com/petquimica_rp/).

*\*Estagiária sob supervisão de Rose Talamone*",APROVADO,"[{""rule"": ""duplicate_byline"", ""reason"": ""byline inicial repete o campo autor"", ""text"": ""Por [Sofhia Camargo\\*](https://jornal.usp.br/author/sofhiacamargo/ \""Posts de Sofhia Camargo*\"")""}]"
usp_news_000029,Conversaria,,674,674,0,"### [PROGRAMAS DA RÁDIO USP](https://jornal.usp.br/editorias/atualidades/)

## conversaria

## Lorem ipsum dolor sit amet, consectetur adipiscing elit. Ut sagittis lobortis tristique. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Pellentesque convallis hendrerit tristique. Nunc rutrum est lectus, et porta quam viverra dapibus. Cras nec volutpat risus, in tempor ipsum.

## Compartilhar:

## PODCAST

## [Conversaria #1](https://jornal.usp.br/podcast/","### [PROGRAMAS DA RÁDIO USP](https://jornal.usp.br/editorias/atualidades/)

## conversaria

## Lorem ipsum dolor sit amet, consectetur adipiscing elit. Ut sagittis lobortis tristique. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Pellentesque convallis hendrerit tristique. Nunc rutrum est lectus, et porta quam viverra dapibus. Cras nec volutpat risus, in tempor ipsum.

## Compartilhar:

## PODCAST

## [Conversaria #1](https://jornal.usp.br/podcast/","ristique. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Pellentesque convallis hendrerit tristique. Nunc rutrum est lectus, et porta quam viverra dapibus. Cras nec volutpat risus, in tempor ipsum.

## Compartilhar:

## PODCAST

## [Conversaria #1](https://jornal.usp.br/podcast/conversaria-1/)

29/05/2026

Apesar de apresentar poucos sintomas ou até mesmo nenhum, a cor amarelada da pele e olhos, febre e mal-estar podem indicar algum tipo de hepatite","ristique. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Pellentesque convallis hendrerit tristique. Nunc rutrum est lectus, et porta quam viverra dapibus. Cras nec volutpat risus, in tempor ipsum.

## Compartilhar:

## PODCAST

## [Conversaria #1](https://jornal.usp.br/podcast/conversaria-1/)

29/05/2026

Apesar de apresentar poucos sintomas ou até mesmo nenhum, a cor amarelada da pele e olhos, febre e mal-estar podem indicar algum tipo de hepatite",APROVADO,[]
usp_news_000030,Livro traz pedagogias e vozes periféricas do hip hop,,2377,2377,0,"Livro é baseado em pesquisa de doutorado defendida na Faculdade de Filosofia, Letras e Ciências Humanas (FFLCH) – Foto: Divulgação

O livro *Hip-Hop: pedagogia e as vozes periféricas* (Giostri Editora), de Cristiane Correia Dias, é resultado do estudo de doutorado da educadora defendido na Faculdade de Filosofia, Letras e Ciências Humanas (FFLCH) da USP. A obra terá seu lançamento na tarde do próximo dia 30 de maio, no pátio da Estação São Bento do metrô, no centro de São Paulo, durante o *Encon","Livro é baseado em pesquisa de doutorado defendida na Faculdade de Filosofia, Letras e Ciências Humanas (FFLCH) – Foto: Divulgação

O livro *Hip-Hop: pedagogia e as vozes periféricas* (Giostri Editora), de Cristiane Correia Dias, é resultado do estudo de doutorado da educadora defendido na Faculdade de Filosofia, Letras e Ciências Humanas (FFLCH) da USP. A obra terá seu lançamento na tarde do próximo dia 30 de maio, no pátio da Estação São Bento do metrô, no centro de São Paulo, durante o *Encon","cidade, suas origens e ligações com o movimento negro.

[0 comments](https://jornal.usp.br/ciencias/o-trajeto-do-rap-dos-bailes-para-as-ruas-e-a-ocupacao-dos-espacos-publicos-em-sp/#respond)

A programação do lançamento prevê um bate-papo, às 15 horas, com Mestre Pê, Juliana Sete, B-girl Cris e DJ Dagoma. A mediação será de Rose MC. Haverá também distribuição gratuita de exemplares do livro a professoras/es da rede pública. Para tanto, basta levar comprovante de atuação. A quantidade é limitada.","cidade, suas origens e ligações com o movimento negro.

[0 comments](https://jornal.usp.br/ciencias/o-trajeto-do-rap-dos-bailes-para-as-ruas-e-a-ocupacao-dos-espacos-publicos-em-sp/#respond)

A programação do lançamento prevê um bate-papo, às 15 horas, com Mestre Pê, Juliana Sete, B-girl Cris e DJ Dagoma. A mediação será de Rose MC. Haverá também distribuição gratuita de exemplares do livro a professoras/es da rede pública. Para tanto, basta levar comprovante de atuação. A quantidade é limitada.",APROVADO,[]
usp_news_000031,Psicologia indígena e impacto social,Danilo Silva Guimarães,6609,6200,409,"Quando ingressei como estudante na Universidade de São Paulo, logo me envolvi com laboratórios e grupos de pesquisa de algumas áreas da psicologia experimental. O modelo de pesquisa que me foi inicialmente apresentado estava baseado em interações de um único turno. Lembro de uma situação em que a pesquisadora me colocou diante de um computador com um algoritmo de frequência de resposta e reforçamento. Ao final do experimento fui perguntado sobre o que eu pensava a respeito do que estaria control","Quando ingressei como estudante na Universidade de São Paulo, logo me envolvi com laboratórios e grupos de pesquisa de algumas áreas da psicologia experimental. O modelo de pesquisa que me foi inicialmente apresentado estava baseado em interações de um único turno. Lembro de uma situação em que a pesquisadora me colocou diante de um computador com um algoritmo de frequência de resposta e reforçamento. Ao final do experimento fui perguntado sobre o que eu pensava a respeito do que estaria control","nitariamente os meios para respondê-las. Os envolvidos se tornam coautores do conhecimento.

\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_
*(As opiniões expressas nos artigos publicados no **Jornal da USP** são de inteira responsabilidade de seus autores e não refletem opiniões do veículo nem posições institucionais da Universidade de São Paulo. Acesse aqui nossos [parâmetros editoriais para artigos de opinião](https://jornal.usp.br/noticias/parametros-editoriais-para-artigos-de-opiniao-no-jornal-da-usp/).)*","icar seu próprio percurso e trocar sentidos com o que foi vivenciado pelas outras comunidades construtoras de conhecimento. Aqui, a psicologia é feita com impacto social. Não é mais o pesquisador, apenas, que pergunta ou observa. Os saberes indígenas não são retirados, recortados ou isolados para uma análise exterior. Todos se tornam participantes de um processo no qual emergem perguntas e se constrói comunitariamente os meios para respondê-las. Os envolvidos se tornam coautores do conhecimento.",APROVADO,"[{""rule"": ""generic_opinion_notice"", ""reason"": ""aviso institucional genérico após o artigo"", ""text"": ""\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\n*(As opiniões expressas nos artigos publicados no **Jornal da USP** são de inteira responsabilidade de seus autores e não refletem opiniões do veículo nem posições institucionais da Universidade de São Paulo. Acesse aqui nossos [parâmetros editoriais para artigos de opinião](https://jornal.usp.br/noticias/parametros-editoriais-para-artigos-de-opiniao-no-jornal-da-usp/).)*""}]"
usp_news_000032,Estudo aponta que representatividade e diversidade entre professores beneficiam formação de alunos,Gustavo Radaelli,3276,3182,94,"Por [Gustavo Radaelli\*](https://jornal.usp.br/author/gustavo/ ""Posts de Gustavo Radaelli*"")

Alunos que se reconhecem em seus professores também se formam e reconhecem seu espaço na sociedade – Foto: [Magnific/Freepik](https://www.magnific.com/free-vector/collection-teacher-people_7970420.htm#fromView=search&page=1&position=16&uuid=574065c5-c47a-40c2-89bc-85b1f66e33a5&query=diversidade+professores)

<https://jornal.usp.br/wp-content/uploads/2026/05/DIVERSIDADE-PROFESSORES_GUSTAVO-RADAELLI.mp3>
","Alunos que se reconhecem em seus professores também se formam e reconhecem seu espaço na sociedade – Foto: [Magnific/Freepik](https://www.magnific.com/free-vector/collection-teacher-people_7970420.htm#fromView=search&page=1&position=16&uuid=574065c5-c47a-40c2-89bc-85b1f66e33a5&query=diversidade+professores)

<https://jornal.usp.br/wp-content/uploads/2026/05/DIVERSIDADE-PROFESSORES_GUSTAVO-RADAELLI.mp3>

Segundo estudos realizados por Paulo Freire, o ambiente educacional não é neutro e alunos e d","a diversidade da composição dos corpos docentes é uma urgência”.

O professor destaca que o rendimento dos alunos é ampliado quando ele tem reconhecimento e proximidade com seus professores, apresentando maior engajamento nos estudos. Relembrando as pesquisas de Paulo Freire, Ghanem enfatiza a necessidade de maior diversidade nas escolas e universidades e a construção de uma aliança e valorização dos professores na resolução de necessidades atuais da sociedade.

\*Sob orientação de Márcia Avanza","a diversidade da composição dos corpos docentes é uma urgência”.

O professor destaca que o rendimento dos alunos é ampliado quando ele tem reconhecimento e proximidade com seus professores, apresentando maior engajamento nos estudos. Relembrando as pesquisas de Paulo Freire, Ghanem enfatiza a necessidade de maior diversidade nas escolas e universidades e a construção de uma aliança e valorização dos professores na resolução de necessidades atuais da sociedade.

\*Sob orientação de Márcia Avanza",APROVADO,"[{""rule"": ""duplicate_byline"", ""reason"": ""byline inicial repete o campo autor"", ""text"": ""Por [Gustavo Radaelli\\*](https://jornal.usp.br/author/gustavo/ \""Posts de Gustavo Radaelli*\"")""}]"
usp_news_000033,Currículo eurocêntrico apaga culturas africanas desde a pré-escola,Mariana Gaia,8158,8066,92,"Por [Mariana Gaia\*](https://jornal.usp.br/author/mariana-festa/ ""Posts de Mariana Gaia*"")

Pesquisadora analisou currículos da educação infantil de Mauá e aponta ausência de referências afro-brasileiras mesmo após duas décadas da Lei 10.639 – Foto: Marcos Santos / USP Imagens

Apesar dos discursos institucionais sobre diversidade, o currículo da educação infantil de Mauá, na Grande São Paulo, ainda reproduz uma lógica eurocêntrica que invisibiliza saberes africanos e afro-brasileiros. A conclus","Pesquisadora analisou currículos da educação infantil de Mauá e aponta ausência de referências afro-brasileiras mesmo após duas décadas da Lei 10.639 – Foto: Marcos Santos / USP Imagens

Apesar dos discursos institucionais sobre diversidade, o currículo da educação infantil de Mauá, na Grande São Paulo, ainda reproduz uma lógica eurocêntrica que invisibiliza saberes africanos e afro-brasileiros. A conclusão é da dissertação de mestrado da pesquisadora Milena Maimone Castilho, *Currículo como ter","rancos na luta antirracista*, da professora Denise Carreira, da Faculdade de Educação (FE) da USP, ela conclui: “Eu ouvi de algumas pessoas que a pessoa branca não tem lugar na luta antirracista e discordo disso. A luta antirracista é de todos. De qualquer um que se disponha a lutar contra o preconceito, a lutar contra a discriminação, a lutar por um projeto de sociedade que seja antirracista, que respeite todos, que reconheça o valor de cada um”.

*\*Estagiária sob supervisão de Silvana Salles*","rancos na luta antirracista*, da professora Denise Carreira, da Faculdade de Educação (FE) da USP, ela conclui: “Eu ouvi de algumas pessoas que a pessoa branca não tem lugar na luta antirracista e discordo disso. A luta antirracista é de todos. De qualquer um que se disponha a lutar contra o preconceito, a lutar contra a discriminação, a lutar por um projeto de sociedade que seja antirracista, que respeite todos, que reconheça o valor de cada um”.

*\*Estagiária sob supervisão de Silvana Salles*",APROVADO,"[{""rule"": ""duplicate_byline"", ""reason"": ""byline inicial repete o campo autor"", ""text"": ""Por [Mariana Gaia\\*](https://jornal.usp.br/author/mariana-festa/ \""Posts de Mariana Gaia*\"")""}]"
usp_news_000034,Exposição no MAC mostra a obra e a trajetória de Gilvan Samico,,4491,4011,480,"## Exposição no MAC mostra a obra e a trajetória de Gilvan Samico

## Até 7 de junho, o Museu de Arte Contemporânea da USP exibe trabalhos do artista pernambucano doados pelo casal Vivianne e Joaquim Falcão

Publicado: 29/05/2026 às 14:41

## Texto: Nina Nassar\*

## Arte: Livia Bortoletto\*\*

Obra de Gilvan Samico, em exposição no Museu de Arte Contemporânea (MAC) da USP – Foto: MAC-USP

Até 7 de junho, fica em cartaz no Museu de Arte Contemporânea (MAC) da USP a exposição *Fabulações de Gilva","## Até 7 de junho, o Museu de Arte Contemporânea da USP exibe trabalhos do artista pernambucano doados pelo casal Vivianne e Joaquim Falcão

Publicado: 29/05/2026 às 14:41

## Texto: Nina Nassar\*

## Arte: Livia Bortoletto\*\*

Obra de Gilvan Samico, em exposição no Museu de Arte Contemporânea (MAC) da USP – Foto: MAC-USP

Até 7 de junho, fica em cartaz no Museu de Arte Contemporânea (MAC) da USP a exposição *Fabulações de Gilvan Samico: Doação Vivianne e Joaquim Falcão*. A mostra traz uma sele","ra/museu-de-arte-contemporanea-da-usp-recebe-doacao-de-obras-do-artista-gilvan-samico/)

---

**Política de uso**
A reprodução de matérias e fotografias é livre mediante a citação do Jornal da USP e do autor. No caso dos arquivos de áudio, deverão constar dos créditos a Rádio USP e, em sendo explicitados, os autores. Para uso de arquivos de vídeo, esses créditos deverão mencionar a TV USP e, caso estejam explicitados, os autores. Fotos devem ser creditadas como USP Imagens e o nome do fotógrafo.","AL-01_09-04-26_MAC_EXPOSICAO-1.mp3>

*\* Estagiária sob supervisão de Marcello Rollemberg e Roberto C. G. Castro*

*\* Estagiária sob supervisão de Simone Gomes*

O artista Gilvan Samico (1928-2013) - Foto: [Wikimedia Commons](https://pt.wikipedia.org/wiki/Ficheiro:Gilvan_Samico.jpeg)

## Leia +

## [Museu de Arte Contemporânea da USP recebe doação de obras do artista Gilvan Samico](https://jornal.usp.br/cultura/museu-de-arte-contemporanea-da-usp-recebe-doacao-de-obras-do-artista-gilvan-samico/)",APROVADO,"[{""rule"": ""duplicate_leading_title"", ""reason"": ""primeiro bloco repete o campo titulo"", ""text"": ""## Exposição no MAC mostra a obra e a trajetória de Gilvan Samico""}, {""rule"": ""generic_reuse_credits"", ""reason"": ""política institucional geral após o artigo"", ""text"": ""**Política de uso**\nA reprodução de matérias e fotografias é livre mediante a citação do Jornal da USP e do autor. No caso dos arquivos de áudio, deverão constar dos créditos a Rádio USP e, em sendo explicitados, os autores. Para uso de arquivos de vídeo, esses créditos deverão mencionar a TV USP e, caso estejam explicitados, os autores. Fotos devem ser creditadas como USP Imagens e o nome do fotógrafo.""}, {""rule"": ""generic_reuse_separator"", ""reason"": ""separador do bloco institucional removido"", ""text"": ""---""}]"
usp_news_000035,Mobilidade urbana e o futuro do transporte público no Brasil,,7480,7071,409,"Amaury José Rezende – Foto: Marcos Santos / USP Imagens

André Almeida Morais – Foto: Arquivo pessoal

Leandro Martins – Foto: Arquivo pessoal

São Paulo, junho de 2013. O Brasil apresentava sinais de desaceleração econômica e crescente insatisfação com a qualidade dos serviços públicos. Nesse contexto, o reajuste de R$ 0,20 na tarifa do transporte coletivo na cidade de São Paulo desencadeou uma onda de manifestações que rapidamente ultrapassou a questão tarifária.

A frase “não é só por 20 cent","Amaury José Rezende – Foto: Marcos Santos / USP Imagens

André Almeida Morais – Foto: Arquivo pessoal

Leandro Martins – Foto: Arquivo pessoal

São Paulo, junho de 2013. O Brasil apresentava sinais de desaceleração econômica e crescente insatisfação com a qualidade dos serviços públicos. Nesse contexto, o reajuste de R$ 0,20 na tarifa do transporte coletivo na cidade de São Paulo desencadeou uma onda de manifestações que rapidamente ultrapassou a questão tarifária.

A frase “não é só por 20 cent","ado — estável, integrada e orientada pela experiência concreta e pelo bem-estar do cidadão.

\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_
*(As opiniões expressas nos artigos publicados no **Jornal da USP** são de inteira responsabilidade de seus autores e não refletem opiniões do veículo nem posições institucionais da Universidade de São Paulo. Acesse aqui nossos [parâmetros editoriais para artigos de opinião](https://jornal.usp.br/noticias/parametros-editoriais-para-artigos-de-opiniao-no-jornal-da-usp/).)*","e garante o acesso equitativo ao espaço urbano e às oportunidades econômicas.

O verdadeiro desafio da política pública de mobilidade urbana no Brasil contemporâneo é construir arranjos institucionais que permitam projetar o futuro enquanto se entregam respostas concretas no presente. Planejar melhor o transporte é fortalecer a democracia cotidiana, transformando o transporte público em uma política de Estado — estável, integrada e orientada pela experiência concreta e pelo bem-estar do cidadão.",APROVADO,"[{""rule"": ""generic_opinion_notice"", ""reason"": ""aviso institucional genérico após o artigo"", ""text"": ""\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\n*(As opiniões expressas nos artigos publicados no **Jornal da USP** são de inteira responsabilidade de seus autores e não refletem opiniões do veículo nem posições institucionais da Universidade de São Paulo. Acesse aqui nossos [parâmetros editoriais para artigos de opinião](https://jornal.usp.br/noticias/parametros-editoriais-para-artigos-de-opiniao-no-jornal-da-usp/).)*""}]"
usp_news_000036,"Livro da Fuvest 2027, “Memórias de Martha” é tema de palestra na USP",Claudia Costa,4128,4037,91,"Por [Claudia Costa](https://jornal.usp.br/author/cfcostausp-br/ ""Posts de Claudia Costa"")

*Memórias de Martha*, livro obrigatório da Fuvest, é tema da próxima aula na Biblioteca Brasiliana Guita e José Mindlin – Foto: Julia Forner/BBM-USP

Publicado originalmente em folhetim em 1888, e editado como livro somente em 1899, *Memórias de Martha* é o primeiro romance de Júlia Lopes de Almeida, e leitura obrigatória para o Vestibular de 2027 da Fuvest. O livro é tema da aula do projeto BBM no Vestibu","*Memórias de Martha*, livro obrigatório da Fuvest, é tema da próxima aula na Biblioteca Brasiliana Guita e José Mindlin – Foto: Julia Forner/BBM-USP

Publicado originalmente em folhetim em 1888, e editado como livro somente em 1899, *Memórias de Martha* é o primeiro romance de Júlia Lopes de Almeida, e leitura obrigatória para o Vestibular de 2027 da Fuvest. O livro é tema da aula do projeto BBM no Vestibular, promovida pela Biblioteca Brasiliana Guita e José Mindlin (BBM). O encontro acontecerá","itores, aproximando o grande público do universo científico e acadêmico.

**Projeto BBM no Vestibular – Memórias de Martha, de Júlia Lopes de Almeida**
Data: 10 de junho, às 18h
Local: Auditório István Jancsó, no Espaço Brasiliana
Endereço: Rua da Biblioteca, 21, Cidade Universitária, Butantã, São Paulo
Gratuito, com inscrições no link disponível no [Instagram](https://www.instagram.com/bbmusp/)Transmissão on-line pelo [canal do YouTube da biblioteca](https://www.youtube.com/watch?v=7vjlEhGQGng)","itores, aproximando o grande público do universo científico e acadêmico.

**Projeto BBM no Vestibular – Memórias de Martha, de Júlia Lopes de Almeida**
Data: 10 de junho, às 18h
Local: Auditório István Jancsó, no Espaço Brasiliana
Endereço: Rua da Biblioteca, 21, Cidade Universitária, Butantã, São Paulo
Gratuito, com inscrições no link disponível no [Instagram](https://www.instagram.com/bbmusp/)Transmissão on-line pelo [canal do YouTube da biblioteca](https://www.youtube.com/watch?v=7vjlEhGQGng)",APROVADO,"[{""rule"": ""duplicate_byline"", ""reason"": ""byline inicial repete o campo autor"", ""text"": ""Por [Claudia Costa](https://jornal.usp.br/author/cfcostausp-br/ \""Posts de Claudia Costa\"")""}]"
usp_news_000037,"Referência em patrimônio cultural e urbanismo histórico, Gabor Sonkoly participa de encontros na USP",,3963,3963,0,"Foto: Reprodução/[Facebook](https://www.facebook.com/ehl.bureau/videos/g%C3%A1bor-sonkoly/495170953393356/)

.
Cidades guardam histórias em ruas, edifícios, monumentos e memórias coletivas. Mas como os conceitos de patrimônio urbano, autenticidade e identidade cultural se transformaram ao longo do tempo? Essas questões estarão no centro do *Ciclo Gábor Sonkoly*, promovido pelo Instituto de Estudos Avançados (IEA) da USP nos dias 1º, 3, 11 e 15 de junho, a partir das 10h. A série de encontros reu","Foto: Reprodução/[Facebook](https://www.facebook.com/ehl.bureau/videos/g%C3%A1bor-sonkoly/495170953393356/)

.
Cidades guardam histórias em ruas, edifícios, monumentos e memórias coletivas. Mas como os conceitos de patrimônio urbano, autenticidade e identidade cultural se transformaram ao longo do tempo? Essas questões estarão no centro do *Ciclo Gábor Sonkoly*, promovido pelo Instituto de Estudos Avançados (IEA) da USP nos dias 1º, 3, 11 e 15 de junho, a partir das 10h. A série de encontros reu","tirá perspectivas internacionais para a preservação cultural em contextos de crise e transformação social.

*Ciclo Gábor Sonkoly*
Data: 1º, 3, 11 e 15 de junho de 2026, às 10h
Instituto de Estudos Avançados (IEA) da USP
Inscrições [neste link](https://www.iea.usp.br/eventos/ciclos/ciclo-gabor-sonkoly) (clicando em cada evento)
Transmissão ao vivo [pelo canal do IEA no YouTube](https://www.youtube.com/@iea-usp)

.

*Texto adaptado de Fernanda Rezende, da Divisão Técnica de Comunicação do IEA-USP*","tirá perspectivas internacionais para a preservação cultural em contextos de crise e transformação social.

*Ciclo Gábor Sonkoly*
Data: 1º, 3, 11 e 15 de junho de 2026, às 10h
Instituto de Estudos Avançados (IEA) da USP
Inscrições [neste link](https://www.iea.usp.br/eventos/ciclos/ciclo-gabor-sonkoly) (clicando em cada evento)
Transmissão ao vivo [pelo canal do IEA no YouTube](https://www.youtube.com/@iea-usp)

.

*Texto adaptado de Fernanda Rezende, da Divisão Técnica de Comunicação do IEA-USP*",APROVADO,[]
usp_news_000038,Inscrições abertas para curso que usa orquídeas como modelo para estudar biologia e conservação,Sofhia Camargo,2073,1977,96,"Por [Sofhia Camargo\*](https://jornal.usp.br/author/sofhiacamargo/ ""Posts de Sofhia Camargo*"")

O curso não tem como foco o cultivo de orquídeas – Foto: Freepik

Estão abertas as inscrições para a 10ª edição do *Curso de Orquídeas*, que será realizado entre os dias 15 e 18 de junho, das 19h às 22h, no campus da USP Ribeirão Preto. Gratuito, o curso é promovido pelo Laboratório de Biologia Molecular e Biossistemática de Plantas (LBMBP) da Faculdade de Filosofia, Ciências e Letras de Ribeirão Pret","O curso não tem como foco o cultivo de orquídeas – Foto: Freepik

Estão abertas as inscrições para a 10ª edição do *Curso de Orquídeas*, que será realizado entre os dias 15 e 18 de junho, das 19h às 22h, no campus da USP Ribeirão Preto. Gratuito, o curso é promovido pelo Laboratório de Biologia Molecular e Biossistemática de Plantas (LBMBP) da Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP) da USP, e oferece 30 vagas; os interessados podem se inscrever até 5 de junho [neste ","as contribui para a compreensão da evolução das plantas e para a conservação da flora brasileira.

O LBMBP desenvolve pesquisas sobre evolução vegetal, com ênfase em orquídeas, investigando aspectos como polinização, biologia reprodutiva e conservação. O laboratório também mantém um orquidário utilizado em atividades de pesquisa, ensino e preservação de espécies ameaçadas.

Mais informações: [epansarin@ffclrp.usp.br](mailto:epansarin@ffclrp.usp.br)

*\*Estagiária sob supervisão de Rose Talamone*","as contribui para a compreensão da evolução das plantas e para a conservação da flora brasileira.

O LBMBP desenvolve pesquisas sobre evolução vegetal, com ênfase em orquídeas, investigando aspectos como polinização, biologia reprodutiva e conservação. O laboratório também mantém um orquidário utilizado em atividades de pesquisa, ensino e preservação de espécies ameaçadas.

Mais informações: [epansarin@ffclrp.usp.br](mailto:epansarin@ffclrp.usp.br)

*\*Estagiária sob supervisão de Rose Talamone*",APROVADO,"[{""rule"": ""duplicate_byline"", ""reason"": ""byline inicial repete o campo autor"", ""text"": ""Por [Sofhia Camargo\\*](https://jornal.usp.br/author/sofhiacamargo/ \""Posts de Sofhia Camargo*\"")""}]"
usp_news_000039,Cruesp divulga nota sobre negociação da campanha salarial com Fórum das Seis,Adriana Cruz,1735,1648,87,"Por [Adriana Cruz](https://jornal.usp.br/author/acruzusp-br/ ""Posts de Adriana Cruz"")

O Conselho de Reitores das Universidades Estaduais Paulistas (Cruesp) divulgou hoje, dia 29 de maio, um comunicado a respeito do processo de negociação da campanha salarial dos docentes e servidores técnicos e administrativos da USP, da Universidade Estadual Paulista (Unesp) e da Universidade Estadual de Campinas (Unicamp).

Leia, a seguir, a íntegra da nota *(clique [aqui](https://cruesp.sp.gov.br/wp-content/","O Conselho de Reitores das Universidades Estaduais Paulistas (Cruesp) divulgou hoje, dia 29 de maio, um comunicado a respeito do processo de negociação da campanha salarial dos docentes e servidores técnicos e administrativos da USP, da Universidade Estadual Paulista (Unesp) e da Universidade Estadual de Campinas (Unicamp).

Leia, a seguir, a íntegra da nota *(clique [aqui](https://cruesp.sp.gov.br/wp-content/uploads/sites/620/2026/05/nota-cruesp-29maio26.pdf) para acessar o arquivo em PDF)*.

*",", esclareceram que as negociações deverão ter continuidade ao longo de 2026, tão logo o quadro econômico da arrecadação do Estado de São Paulo apresente novos dados e permita avaliações mais precisas do cenário fiscal.
- Diante do contexto atual de arrecadação, o Cruesp apresentou uma proposta de reajuste salarial que busca preservar o poder aquisitivo dos salários, sem comprometer o equilíbrio financeiro das universidades públicas paulistas.

Maysa Furlan
Presidente do Cruesp e reitora da Unesp",", esclareceram que as negociações deverão ter continuidade ao longo de 2026, tão logo o quadro econômico da arrecadação do Estado de São Paulo apresente novos dados e permita avaliações mais precisas do cenário fiscal.
- Diante do contexto atual de arrecadação, o Cruesp apresentou uma proposta de reajuste salarial que busca preservar o poder aquisitivo dos salários, sem comprometer o equilíbrio financeiro das universidades públicas paulistas.

Maysa Furlan
Presidente do Cruesp e reitora da Unesp",APROVADO,"[{""rule"": ""duplicate_byline"", ""reason"": ""byline inicial repete o campo autor"", ""text"": ""Por [Adriana Cruz](https://jornal.usp.br/author/acruzusp-br/ \""Posts de Adriana Cruz\"")""}]"
